ID,Name,unknown_0,attachEffectId,chanceWeight,chanceWeight_dlc,
0,,1,-1,0,-1
100,,1,7000000,52,-1
100,,1,7000001,52,-1
100,,1,7000002,52,-1
100,,1,7000100,52,-1
100,,1,7000101,52,-1
100,,1,7000102,52,-1
100,,1,7000200,52,-1
100,,1,7000201,52,-1
100,,1,7000202,52,-1
100,,1,7000300,52,-1
100,,1,7000301,52,-1
100,,1,7000302,52,-1
100,,1,7000400,52,-1
100,,1,7000401,52,-1
100,,1,7000402,52,-1
100,,1,7000500,52,-1
100,,1,7000501,52,-1
100,,1,7000502,52,-1
100,,1,7000600,52,-1
100,,1,7000601,52,-1
100,,1,7000602,52,-1
100,,1,7000700,52,-1
100,,1,7000701,52,-1
100,,1,7000702,52,-1
100,,1,7000800,47,-1
100,,1,7000801,47,-1
100,,1,7000802,47,-1
100,,1,7000900,47,-1
100,,1,7000901,47,-1
100,,1,7000902,47,-1
100,,1,7001000,47,-1
100,,1,7001001,47,-1
100,,1,7001002,47,-1
100,,1,7001400,47,-1
100,,1,7001401,47,-1
100,,1,7001402,47,-1
100,,1,7001500,47,-1
100,,1,7001501,47,-1
100,,1,7001502,47,-1
100,,1,7001600,47,-1
100,,1,7001601,47,-1
100,,1,7001602,47,-1
100,,1,7001700,47,-1
100,,1,7001701,47,-1
100,,1,7001702,47,-1
100,,1,7001800,47,-1
100,,1,7001801,47,-1
100,,1,7001802,47,-1
100,,1,7002600,47,-1
100,,1,7002700,47,-1
100,,1,7002800,47,-1
100,,1,7002900,47,-1
100,,1,7003000,47,-1
100,,1,7003100,47,-1
100,,1,7003200,47,-1
100,,1,7003300,47,-1
100,,1,7003400,47,-1
100,,1,7003500,47,-1
100,,1,7003600,47,-1
100,,1,7005600,46,-1
100,,0,7006000,46,-1
100,,0,7006100,46,-1
100,,1,7010200,46,-1
100,,1,7010500,67,-1
100,,1,7010700,67,-1
100,,0,7010900,67,-1
100,,0,7011000,67,-1
100,,0,7011200,67,-1
100,,0,7011600,67,-1
100,,0,7011700,67,-1
100,,0,7012000,67,-1
100,,1,7012200,46,-1
100,,0,7012300,46,-1
100,,1,7020000,67,-1
100,,0,7030000,67,-1
100,,1,7030200,46,-1
100,,1,7030600,46,-1
100,,1,7030700,46,-1
100,,1,7030800,46,-1
100,,1,7030900,46,-1
100,,0,7031200,67,-1
100,,0,7031300,67,-1
100,,1,7031800,67,-1
100,,1,7031900,46,-1
100,,1,7032200,46,-1
100,,0,7032400,67,-1
100,,1,7032700,67,-1
100,,1,7032800,67,-1
100,,0,7032900,67,-1
100,,0,7033200,67,-1
100,,0,7033400,67,-1
100,,0,7034100,67,-1
100,,0,7034400,67,-1
100,,0,7034500,67,-1
100,,0,7034600,67,-1
100,,0,7034700,67,-1
100,,0,7035100,46,-1
100,,0,7036100,46,-1
100,,1,7040000,46,-1
100,,1,7040100,46,-1
100,,1,7040200,46,-1
100,,1,7040300,39,-1
100,,1,7040400,39,-1
100,,1,7040500,39,-1
100,,0,7043000,39,-1
100,,0,7043100,39,-1
100,,0,7043200,39,-1
100,,0,7043300,39,-1
100,,0,7043400,39,-1
100,,0,7043500,39,-1
100,,0,7043600,39,-1
100,,0,7043700,39,-1
100,,0,7043800,39,-1
100,,0,7044000,39,-1
100,,0,7044100,39,-1
100,,0,7044200,39,-1
100,,0,7044300,39,-1
100,,0,7044400,39,-1
100,,0,7044500,39,-1
100,,0,7044600,39,-1
100,,1,7050000,46,-1
100,,1,7050100,46,-1
100,,1,7060000,46,-1
100,,1,7060100,46,-1
100,,0,7060200,46,-1
100,,1,7070000,46,-1
100,,1,7080000,10,-1
100,,1,7080100,10,-1
100,,1,7080200,10,-1
100,,1,7080300,10,-1
100,,1,7080400,10,-1
100,,1,7080500,10,-1
100,,1,7080600,10,-1
100,,1,7080700,10,-1
100,,1,7080800,10,-1
100,,1,7080900,10,-1
100,,1,7081000,10,-1
100,,1,7081100,10,-1
100,,1,7081200,10,-1
100,,1,7081300,10,-1
100,,1,7081400,10,-1
100,,1,7081500,10,-1
100,,1,7081700,10,-1
100,,1,7081800,10,-1
100,,1,7081900,10,-1
100,,1,7082000,10,-1
100,,1,7082100,10,-1
100,,1,7082200,10,-1
100,,1,7082300,10,-1
100,,1,7082400,10,-1
100,,1,7082500,10,-1
100,,1,7082600,10,-1
100,,1,7082700,10,-1
100,,1,7082800,10,-1
100,,1,7082900,10,-1
100,,1,7090000,46,-1
100,,1,7090100,46,-1
100,,0,7090300,67,-1
100,,1,7100100,46,-1
100,,1,7110000,46,-1
100,,1,7120000,37,-1
100,,1,7120100,37,-1
100,,1,7120200,37,-1
100,,1,7120300,37,-1
100,,1,7120400,37,-1
100,,1,7120500,37,-1
100,,1,7120600,37,-1
100,,1,7120900,39,-1
100,,1,7121000,39,-1
100,,1,7121100,39,-1
100,,1,7121200,39,-1
100,,1,7121300,39,-1
100,,1,7121400,39,-1
100,,1,7121500,39,-1
100,,1,7121600,39,-1
100,,1,7121700,39,-1
100,,1,7121800,39,-1
100,,1,7121900,39,-1
100,,1,7122000,39,-1
100,,1,7122100,39,-1
100,,1,7122200,39,-1
100,,1,7122300,39,-1
100,,1,7122400,39,-1
100,,1,7122500,39,-1
100,,1,7122600,39,-1
100,,1,7122700,37,-1
100,,1,7122800,37,-1
100,,1,7122900,37,-1
100,,1,7123000,37,-1
100,,1,7123100,37,-1
100,,1,7123200,37,-1
100,,1,7123300,37,-1
100,,1,7123400,37,-1
100,,1,7123500,37,-1
100,,1,7123600,37,-1
100,,1,7123700,37,-1
100,,1,7123800,37,-1
100,,1,7123900,37,-1
100,,1,7124000,37,-1
100,,1,7124100,37,-1
100,,1,7124300,37,-1
100,,1,7124400,37,-1
100,,1,7124500,37,-1
100,,1,7124600,37,-1
100,,1,7124700,37,-1
100,,0,7126000,39,-1
100,,1,7150000,46,-1
100,,1,7160000,46,-1
100,,0,7220000,67,-1
100,,0,7230000,46,-1
100,,0,7240000,46,-1
100,,0,7260000,46,-1
100,,0,7260300,46,-1
100,,0,7260400,46,-1
100,,0,7270100,67,-1
100,,0,7280000,67,-1
100,,0,7290000,67,-1
100,,0,7310000,67,-1
100,,0,7330000,10,-1
100,,0,7330100,10,-1
100,,0,7330200,10,-1
100,,0,7330300,10,-1
100,,0,7330400,10,-1
100,,0,7330500,10,-1
100,,0,7330600,10,-1
100,,0,7330700,10,-1
100,,0,7330800,10,-1
100,,0,7330900,10,-1
100,,0,7331000,10,-1
100,,0,7331100,10,-1
100,,0,7331200,10,-1
100,,0,7331300,10,-1
100,,0,7331400,10,-1
100,,0,7331500,10,-1
100,,0,7331700,10,-1
100,,0,7331800,10,-1
100,,0,7331900,10,-1
100,,0,7332000,10,-1
100,,0,7332100,10,-1
100,,0,7332200,10,-1
100,,0,7332300,10,-1
100,,0,7332400,10,-1
100,,0,7340000,10,-1
100,,0,7340100,10,-1
100,,0,7340200,10,-1
100,,0,7340300,10,-1
100,,0,7340400,10,-1
100,,0,7340500,10,-1
100,,0,7340600,10,-1
100,,0,7340700,10,-1
100,,0,7340800,10,-1
100,,0,7340900,10,-1
100,,0,7341000,10,-1
100,,0,7341100,10,-1
100,,0,7341200,10,-1
100,,0,7341300,10,-1
100,,0,7341400,10,-1
100,,0,7341500,10,-1
100,,0,7341700,10,-1
100,,0,7341800,10,-1
100,,0,7341900,10,-1
100,,0,7342000,10,-1
100,,0,7342100,10,-1
100,,0,7342200,10,-1
100,,0,7342300,10,-1
100,,0,7342400,10,-1
100,,0,7350000,10,-1
100,,0,7350100,10,-1
100,,0,7350200,10,-1
100,,0,7350300,10,-1
100,,0,7350400,10,-1
100,,0,7350500,10,-1
100,,0,7350600,10,-1
100,,0,7350700,10,-1
100,,0,7350800,10,-1
100,,0,7350900,10,-1
100,,0,7351000,10,-1
100,,0,7351100,10,-1
100,,0,7351200,10,-1
100,,0,7351300,10,-1
100,,0,7351400,10,-1
100,,0,7351500,10,-1
100,,0,7351700,10,-1
100,,0,7351800,10,-1
100,,0,7351900,10,-1
100,,0,7352000,10,-1
100,,0,7352100,10,-1
100,,0,7352200,10,-1
100,,0,7352300,10,-1
100,,0,7352400,10,-1
110,,1,7000000,52,-1
110,,1,7000001,52,-1
110,,1,7000002,52,-1
110,,1,7000100,52,-1
110,,1,7000101,52,-1
110,,1,7000102,52,-1
110,,1,7000200,52,-1
110,,1,7000201,52,-1
110,,1,7000202,52,-1
110,,1,7000300,52,-1
110,,1,7000301,52,-1
110,,1,7000302,52,-1
110,,1,7000400,52,-1
110,,1,7000401,52,-1
110,,1,7000402,52,-1
110,,1,7000500,52,-1
110,,1,7000501,52,-1
110,,1,7000502,52,-1
110,,1,7000600,52,-1
110,,1,7000601,52,-1
110,,1,7000602,52,-1
110,,1,7000700,52,-1
110,,1,7000701,52,-1
110,,1,7000702,52,-1
110,,1,7000800,47,-1
110,,1,7000801,47,-1
110,,1,7000802,47,-1
110,,1,7000900,47,-1
110,,1,7000901,47,-1
110,,1,7000902,47,-1
110,,1,7001000,47,-1
110,,1,7001001,47,-1
110,,1,7001002,47,-1
110,,1,7001400,47,-1
110,,1,7001401,47,-1
110,,1,7001402,47,-1
110,,1,7001500,47,-1
110,,1,7001501,47,-1
110,,1,7001502,47,-1
110,,1,7001600,47,-1
110,,1,7001601,47,-1
110,,1,7001602,47,-1
110,,1,7001700,47,-1
110,,1,7001701,47,-1
110,,1,7001702,47,-1
110,,1,7001800,47,-1
110,,1,7001801,47,-1
110,,1,7001802,47,-1
110,,1,7002600,47,-1
110,,1,7002700,47,-1
110,,1,7002800,47,-1
110,,1,7002900,47,-1
110,,1,7003000,47,-1
110,,1,7003100,47,-1
110,,1,7003200,47,-1
110,,1,7003300,47,-1
110,,1,7003400,47,-1
110,,1,7003500,47,-1
110,,1,7003600,47,-1
110,,1,7005600,46,-1
110,,0,7006000,46,-1
110,,0,7006100,46,-1
110,,1,7010200,46,-1
110,,1,7010500,53,-1
110,,1,7010700,53,-1
110,,0,7010900,53,-1
110,,0,7011000,53,-1
110,,0,7011200,53,-1
110,,0,7011600,53,-1
110,,0,7011700,53,-1
110,,0,7012000,53,-1
110,,1,7012200,46,-1
110,,0,7012300,46,-1
